dataset,model,rmse,rank
abalone,ClusteredOLS_v1,0.721301,41
abalone,HingeLinearSmall_v1,0.721301,42
abalone,LARSPath_v1,0.721434,44
abalone,RidgeCVClean_v1,0.720716,24
abalone,HuberClean_v1,0.732575,49
abalone,BinaryMedianOLS_v1,0.885913,65
abalone,MinMaxOLS_v1,0.721231,34
abalone,OLSRanked_v1,0.721231,35
abalone,WinsorOLS_v1,0.723119,46
abalone,OLSPlain2_v1,0.721231,36
abalone,GreedyForwardOLS_v1,0.721231,37
abalone,GreedyForwardOLS5_v1,0.726734,47
abalone,GreedyForwardOLS12_v1,0.721231,38
abalone,GreedyForwardOLS_CV_v1,0.719986,11
abalone,GreedyForwardOLS6_v1,0.719986,12
cpu_act,PyGAM,0.173718,4
cpu_act,DT_mini,0.253144,16
cpu_act,DT_large,0.226447,10
cpu_act,OLS,0.565065,51
cpu_act,LassoCV,0.742457,59
cpu_act,RidgeCV,0.559656,47
cpu_act,RF,0.199308,5
cpu_act,GBM,0.158850,2
cpu_act,MLP,912.810974,65
cpu_act,FIGS_mini,0.239842,13
cpu_act,FIGS_large,0.199590,6
cpu_act,RuleFit,0.318561,18
cpu_act,HSTree_mini,0.253052,15
cpu_act,HSTree_large,0.224038,9
cpu_act,EBM,0.167552,3
cpu_act,TabPFN,0.138888,1
cpu_act,DecisionTreeSimple,0.248805,14
cpu_act,OLSPlain_v1,0.559604,39
cpu_act,SparseOLSTop5_v1,0.574590,56
cpu_act,HingeLinear_v1,0.233739,11
cpu_act,SparseOLSTop8_v1,0.560914,48
cpu_act,TopCorrOLS_v1,0.569970,54
cpu_act,QuartileGAM_v1,0.200101,7
cpu_act,SparseOLSTop3_v1,0.584965,58
cpu_act,ThresholdOLS_5pct_v1,0.550012,24
cpu_act,ForwardOLS6_v1,0.568162,52
cpu_act,LinearResidualTree_v1,0.444588,21
cpu_act,ThresholdOLS_1pct_v1,0.559604,40
cpu_act,BoostedStumps30_v1,0.352210,20
cpu_act,HingeGAM_v1,0.238882,12
cpu_act,ElasticNetClean_v1,0.544387,22
cpu_act,AdaptiveLinear_v1,0.559604,41
cpu_act,SqrtScaleOLS_v1,0.348868,19
cpu_act,LassoOLSAll_v1,0.558694,32
cpu_act,CenteredOLS_v1,0.559604,42
cpu_act,HuberLinear_v1,0.768055,63
cpu_act,SquaredOLS_v1,0.219061,8
cpu_act,LassoCVClean_v1,0.554833,30
cpu_act,OLSHighlight_v1,0.559604,43
cpu_act,DTDepth3_v1,0.290478,17
cpu_act,LowDimOLS_v1,0.746500,60
cpu_act,BayesianRidge_v1,0.558833,33
cpu_act,OMPClean_v1,0.558833,34
cpu_act,SparseOLSTop10_v1,0.558833,35
cpu_act,ElasticNetLow01_v1,0.558833,36
cpu_act,TinyDTDepth2_v1,0.558833,37
cpu_act,LARSOLS_v1,0.558833,38
cpu_act,LARSOLSBIC_v1,0.562090,49
cpu_act,TStatOLS_v1,0.553045,26
cpu_act,ARDLinear_v1,0.553045,27
cpu_act,ClusteredOLS_v1,0.553045,28
cpu_act,HingeLinearSmall_v1,0.553045,29
cpu_act,LARSPath_v1,0.571230,55
cpu_act,RidgeCVClean_v1,0.546010,23
cpu_act,HuberClean_v1,0.768053,62
cpu_act,BinaryMedianOLS_v1,0.845124,64
cpu_act,MinMaxOLS_v1,0.559604,44
cpu_act,OLSRanked_v1,0.559604,45
cpu_act,WinsorOLS_v1,0.759268,61
cpu_act,OLSPlain2_v1,0.559604,46
cpu_act,GreedyForwardOLS_v1,0.558482,31
cpu_act,GreedyForwardOLS5_v1,0.577007,57
cpu_act,GreedyForwardOLS12_v1,0.562645,50
cpu_act,GreedyForwardOLS_CV_v1,0.552397,25
cpu_act,GreedyForwardOLS6_v1,0.568162,53
house_16H,PyGAM,0.901921,16
house_16H,DT_mini,1.042565,61
house_16H,DT_large,1.003924,58
house_16H,OLS,1.044770,63
house_16H,LassoCV,1.042664,62
house_16H,RidgeCV,0.937416,20
house_16H,RF,0.829627,3
house_16H,GBM,0.840001,5
house_16H,MLP,1.519955,65
house_16H,FIGS_mini,1.034705,60
house_16H,FIGS_large,1.031391,59
house_16H,RuleFit,0.861472,10
house_16H,HSTree_mini,0.916714,17
house_16H,HSTree_large,0.887148,13
house_16H,EBM,0.761079,2
house_16H,TabPFN,0.728232,1
house_16H,DecisionTreeSimple,0.987097,57
house_16H,OLSPlain_v1,0.946640,33
house_16H,SparseOLSTop5_v1,0.954331,48
house_16H,HingeLinear_v1,0.835378,4
house_16H,SparseOLSTop8_v1,0.953925,47
house_16H,TopCorrOLS_v1,0.954831,50
house_16H,QuartileGAM_v1,0.886795,12
house_16H,SparseOLSTop3_v1,0.963821,54
house_16H,ThresholdOLS_5pct_v1,0.947593,41
house_16H,ForwardOLS6_v1,0.955209,51
house_16H,LinearResidualTree_v1,0.935444,19
house_16H,ThresholdOLS_1pct_v1,0.946640,34
house_16H,BoostedStumps30_v1,0.895994,15
house_16H,HingeGAM_v1,0.842291,6
house_16H,ElasticNetClean_v1,0.934374,18
house_16H,AdaptiveLinear_v1,0.946640,35
house_16H,SqrtScaleOLS_v1,0.891385,14
house_16H,LassoOLSAll_v1,0.942053,29
house_16H,CenteredOLS_v1,0.946640,36
house_16H,HuberLinear_v1,0.973883,55
house_16H,SquaredOLS_v1,0.848149,8
house_16H,LassoCVClean_v1,0.938319,21
house_16H,OLSHighlight_v1,0.946640,37
house_16H,DTDepth3_v1,0.880411,11
house_16H,LowDimOLS_v1,1.044770,64
house_16H,BayesianRidge_v1,0.940211,23
house_16H,OMPClean_v1,0.940211,24
house_16H,SparseOLSTop10_v1,0.940211,25
house_16H,ElasticNetLow01_v1,0.940211,26
house_16H,TinyDTDepth2_v1,0.940211,27
house_16H,LARSOLS_v1,0.940211,28
house_16H,LARSOLSBIC_v1,0.942053,30
house_16H,TStatOLS_v1,0.951079,42
house_16H,ARDLinear_v1,0.951079,43
house_16H,ClusteredOLS_v1,0.951079,44
house_16H,HingeLinearSmall_v1,0.951079,45
house_16H,LARSPath_v1,0.956214,53
house_16H,RidgeCVClean_v1,0.938391,22
house_16H,HuberClean_v1,0.973886,56
house_16H,BinaryMedianOLS_v1,0.847828,7
house_16H,MinMaxOLS_v1,0.946640,38
house_16H,OLSRanked_v1,0.946640,39
house_16H,WinsorOLS_v1,0.858894,9
house_16H,OLSPlain2_v1,0.946640,40
house_16H,GreedyForwardOLS_v1,0.951555,46
house_16H,GreedyForwardOLS5_v1,0.954331,49
house_16H,GreedyForwardOLS12_v1,0.943186,32
house_16H,GreedyForwardOLS_CV_v1,0.942508,31
house_16H,GreedyForwardOLS6_v1,0.955209,52
elevators,PyGAM,0.375632,2
elevators,DT_mini,0.743616,54
elevators,DT_large,0.704357,51
elevators,OLS,0.903981,62
elevators,LassoCV,0.904215,63
elevators,RidgeCV,0.876481,61
elevators,RF,0.623118,47
elevators,GBM,0.522039,45
elevators,MLP,0.983679,65
elevators,FIGS_mini,0.748350,55
elevators,FIGS_large,0.676476,48
elevators,RuleFit,0.679608,50
elevators,HSTree_mini,0.751891,57
elevators,HSTree_large,0.723031,52
elevators,EBM,0.397748,5
elevators,TabPFN,0.292012,1
elevators,DecisionTreeSimple,0.726676,53
elevators,OLSPlain_v1,0.429422,17
elevators,SparseOLSTop5_v1,0.462022,41
elevators,HingeLinear_v1,0.416095,8
elevators,SparseOLSTop8_v1,0.429928,33
elevators,TopCorrOLS_v1,0.782452,59
elevators,QuartileGAM_v1,0.392737,4
elevators,SparseOLSTop3_v1,0.509550,44
elevators,ThresholdOLS_5pct_v1,0.430222,34
elevators,ForwardOLS6_v1,0.446098,39
elevators,LinearResidualTree_v1,0.408414,6
elevators,ThresholdOLS_1pct_v1,0.429423,24
elevators,BoostedStumps30_v1,0.762035,58
elevators,HingeGAM_v1,0.411868,7
elevators,ElasticNetClean_v1,0.430745,36
elevators,AdaptiveLinear_v1,0.429422,18
elevators,SqrtScaleOLS_v1,0.508531,43
elevators,LassoOLSAll_v1,0.429018,10
elevators,CenteredOLS_v1,0.429422,19
elevators,HuberLinear_v1,0.436831,37
elevators,SquaredOLS_v1,0.376774,3
elevators,LassoCVClean_v1,0.430492,35
elevators,OLSHighlight_v1,0.429422,20
elevators,DTDepth3_v1,0.750078,56
elevators,LowDimOLS_v1,0.980014,64
elevators,BayesianRidge_v1,0.429416,11
elevators,OMPClean_v1,0.429416,12
elevators,SparseOLSTop10_v1,0.429416,13
elevators,ElasticNetLow01_v1,0.429416,14
elevators,TinyDTDepth2_v1,0.429416,15
elevators,LARSOLS_v1,0.429416,16
elevators,LARSOLSBIC_v1,0.428681,9
elevators,TStatOLS_v1,0.429694,26
elevators,ARDLinear_v1,0.429694,27
elevators,ClusteredOLS_v1,0.429694,28
elevators,HingeLinearSmall_v1,0.429694,29
elevators,LARSPath_v1,0.676583,49
elevators,RidgeCVClean_v1,0.429810,32
elevators,HuberClean_v1,0.436831,38
elevators,BinaryMedianOLS_v1,0.873829,60
elevators,MinMaxOLS_v1,0.429422,21
elevators,OLSRanked_v1,0.429422,22
elevators,WinsorOLS_v1,0.526395,46
elevators,OLSPlain2_v1,0.429422,23
elevators,GreedyForwardOLS_v1,0.429694,30
elevators,GreedyForwardOLS5_v1,0.462022,42
elevators,GreedyForwardOLS12_v1,0.429674,25
elevators,GreedyForwardOLS_CV_v1,0.429694,31
elevators,GreedyForwardOLS6_v1,0.446098,40
pol,PyGAM,0.549154,14
pol,DT_mini,0.362666,11
pol,DT_large,0.338574,7
pol,OLS,0.709816,35
pol,LassoCV,0.710064,48
pol,RidgeCV,0.709213,30
pol,RF,0.274415,2
pol,GBM,0.299494,3
pol,MLP,0.724552,61
pol,FIGS_mini,0.356437,10
pol,FIGS_large,0.323908,5
pol,RuleFit,0.312670,4
pol,HSTree_mini,0.349503,8
pol,HSTree_large,0.325280,6
pol,EBM,0.350952,9
pol,TabPFN,0.141046,1
pol,DecisionTreeSimple,0.395853,12
pol,OLSPlain_v1,0.709816,36
pol,SparseOLSTop5_v1,0.716933,58
pol,HingeLinear_v1,0.631527,18
pol,SparseOLSTop8_v1,0.712153,51
pol,TopCorrOLS_v1,0.840389,64
pol,QuartileGAM_v1,0.568287,16
pol,SparseOLSTop3_v1,0.784681,63
pol,ThresholdOLS_5pct_v1,0.709797,34
pol,ForwardOLS6_v1,0.714528,54
pol,LinearResidualTree_v1,0.517676,13
pol,ThresholdOLS_1pct_v1,0.709817,47
pol,BoostedStumps30_v1,0.705936,21
pol,HingeGAM_v1,0.631495,17
pol,ElasticNetClean_v1,0.709689,32
pol,AdaptiveLinear_v1,0.709816,37
pol,SqrtScaleOLS_v1,0.732281,62
pol,LassoOLSAll_v1,0.711569,49
pol,CenteredOLS_v1,0.709816,38
pol,HuberLinear_v1,0.716366,57
pol,SquaredOLS_v1,0.688977,19
pol,LassoCVClean_v1,0.709700,33
pol,OLSHighlight_v1,0.709816,39
pol,DTDepth3_v1,0.560561,15
pol,LowDimOLS_v1,0.708921,29
pol,BayesianRidge_v1,0.708598,23
pol,OMPClean_v1,0.708598,24
pol,SparseOLSTop10_v1,0.708598,25
pol,ElasticNetLow01_v1,0.708598,26
pol,TinyDTDepth2_v1,0.708598,27
pol,LARSOLS_v1,0.708598,28
pol,LARSOLSBIC_v1,0.711716,50
pol,TStatOLS_v1,0.709816,40
pol,ARDLinear_v1,0.709816,41
pol,ClusteredOLS_v1,0.709816,42
pol,HingeLinearSmall_v1,0.709816,43
pol,LARSPath_v1,0.716933,59
pol,RidgeCVClean_v1,0.708441,22
pol,HuberClean_v1,0.716327,56
pol,BinaryMedianOLS_v1,0.846861,65
pol,MinMaxOLS_v1,0.709816,44
pol,OLSRanked_v1,0.709816,45
pol,WinsorOLS_v1,0.690333,20
pol,OLSPlain2_v1,0.709816,46
pol,GreedyForwardOLS_v1,0.713081,52
pol,GreedyForwardOLS5_v1,0.716933,60
pol,GreedyForwardOLS12_v1,0.709482,31
pol,GreedyForwardOLS_CV_v1,0.713081,53
pol,GreedyForwardOLS6_v1,0.714528,55
kin8nm,PyGAM,0.804420,11
kin8nm,DT_mini,0.877689,62
kin8nm,DT_large,0.890079,65
kin8nm,OLS,0.811674,13
kin8nm,LassoCV,0.811735,32
kin8nm,RidgeCV,0.811697,30
kin8nm,RF,0.781796,5
kin8nm,GBM,0.755496,4
kin8nm,MLP,0.491650,2
kin8nm,FIGS_mini,0.849805,56
kin8nm,FIGS_large,0.802428,9
kin8nm,RuleFit,0.870177,57
kin8nm,HSTree_mini,0.874538,59
kin8nm,HSTree_large,0.870956,58
kin8nm,EBM,0.715820,3
kin8nm,TabPFN,0.376809,1
kin8nm,DecisionTreeSimple,0.880616,63
kin8nm,OLSPlain_v1,0.811674,14
kin8nm,SparseOLSTop5_v1,0.825317,51
kin8nm,HingeLinear_v1,0.799035,8
kin8nm,SparseOLSTop8_v1,0.811674,15
kin8nm,TopCorrOLS_v1,0.827015,54
kin8nm,QuartileGAM_v1,0.803354,10
kin8nm,SparseOLSTop3_v1,0.844608,55
kin8nm,ThresholdOLS_5pct_v1,0.811674,16
kin8nm,ForwardOLS6_v1,0.819959,49
kin8nm,LinearResidualTree_v1,0.816370,47
kin8nm,ThresholdOLS_1pct_v1,0.811674,17
kin8nm,BoostedStumps30_v1,0.876273,61
kin8nm,HingeGAM_v1,0.798635,6
kin8nm,ElasticNetClean_v1,0.811736,33
kin8nm,AdaptiveLinear_v1,0.811674,18
kin8nm,SqrtScaleOLS_v1,0.816843,48
kin8nm,LassoOLSAll_v1,0.811674,19
kin8nm,CenteredOLS_v1,0.811674,20
kin8nm,HuberLinear_v1,0.814477,41
kin8nm,SquaredOLS_v1,0.798752,7
kin8nm,LassoCVClean_v1,0.811734,31
kin8nm,OLSHighlight_v1,0.811674,21
kin8nm,DTDepth3_v1,0.881304,64
kin8nm,LowDimOLS_v1,0.811674,22
kin8nm,BayesianRidge_v1,0.811926,35
kin8nm,OMPClean_v1,0.811926,36
kin8nm,SparseOLSTop10_v1,0.811926,37
kin8nm,ElasticNetLow01_v1,0.811926,38
kin8nm,TinyDTDepth2_v1,0.811926,39
kin8nm,LARSOLS_v1,0.811926,40
kin8nm,LARSOLSBIC_v1,0.811674,23
kin8nm,TStatOLS_v1,0.815924,43
kin8nm,ARDLinear_v1,0.815924,44
kin8nm,ClusteredOLS_v1,0.815924,45
kin8nm,HingeLinearSmall_v1,0.815924,46
kin8nm,LARSPath_v1,0.825317,52
kin8nm,RidgeCVClean_v1,0.811901,34
kin8nm,HuberClean_v1,0.814477,42
kin8nm,BinaryMedianOLS_v1,0.876262,60
kin8nm,MinMaxOLS_v1,0.811674,24
kin8nm,OLSRanked_v1,0.811674,25
kin8nm,WinsorOLS_v1,0.810755,12
kin8nm,OLSPlain2_v1,0.811674,26
kin8nm,GreedyForwardOLS_v1,0.811674,27
kin8nm,GreedyForwardOLS5_v1,0.825317,53
kin8nm,GreedyForwardOLS12_v1,0.811674,28
kin8nm,GreedyForwardOLS_CV_v1,0.811674,29
kin8nm,GreedyForwardOLS6_v1,0.819959,50
pmlb/1027_ESL,PyGAM,0.374026,49
pmlb/1027_ESL,DT_mini,0.576479,63
pmlb/1027_ESL,DT_large,0.529210,59
pmlb/1027_ESL,OLS,0.361241,2
pmlb/1027_ESL,LassoCV,0.361351,36
pmlb/1027_ESL,RidgeCV,0.361933,38
pmlb/1027_ESL,RF,0.463850,57
pmlb/1027_ESL,GBM,0.380681,53
pmlb/1027_ESL,MLP,0.370737,46
pmlb/1027_ESL,FIGS_mini,0.539162,60
pmlb/1027_ESL,FIGS_large,0.437071,55
pmlb/1027_ESL,RuleFit,0.366258,43
pmlb/1027_ESL,HSTree_mini,0.575679,62
pmlb/1027_ESL,HSTree_large,0.519495,58
pmlb/1027_ESL,EBM,0.364431,42
pmlb/1027_ESL,TabPFN,0.373296,48
pmlb/1027_ESL,DecisionTreeSimple,0.562239,61
pmlb/1027_ESL,OLSPlain_v1,0.361241,3
pmlb/1027_ESL,SparseOLSTop5_v1,0.361241,4
pmlb/1027_ESL,HingeLinear_v1,0.374891,51
pmlb/1027_ESL,SparseOLSTop8_v1,0.361241,5
pmlb/1027_ESL,TopCorrOLS_v1,0.361241,6
pmlb/1027_ESL,QuartileGAM_v1,0.374620,50
pmlb/1027_ESL,SparseOLSTop3_v1,0.384694,54
pmlb/1027_ESL,ThresholdOLS_5pct_v1,0.361241,7
pmlb/1027_ESL,ForwardOLS6_v1,0.361241,8
pmlb/1027_ESL,LinearResidualTree_v1,0.380209,52
pmlb/1027_ESL,ThresholdOLS_1pct_v1,0.361241,9
pmlb/1027_ESL,BoostedStumps30_v1,0.437185,56
pmlb/1027_ESL,HingeGAM_v1,0.372448,47
pmlb/1027_ESL,ElasticNetClean_v1,0.361853,37
pmlb/1027_ESL,AdaptiveLinear_v1,0.361241,10
pmlb/1027_ESL,SqrtScaleOLS_v1,0.369694,44
pmlb/1027_ESL,LassoOLSAll_v1,0.361241,11
pmlb/1027_ESL,CenteredOLS_v1,0.361241,12
pmlb/1027_ESL,HuberLinear_v1,0.362623,40
pmlb/1027_ESL,SquaredOLS_v1,0.369899,45
pmlb/1027_ESL,LassoCVClean_v1,0.361327,29
pmlb/1027_ESL,OLSHighlight_v1,0.361241,13
pmlb/1027_ESL,DTDepth3_v1,0.576479,64
pmlb/1027_ESL,LowDimOLS_v1,0.361241,14
pmlb/1027_ESL,BayesianRidge_v1,0.361339,30
pmlb/1027_ESL,OMPClean_v1,0.361339,31
pmlb/1027_ESL,SparseOLSTop10_v1,0.361339,32
pmlb/1027_ESL,ElasticNetLow01_v1,0.361339,33
pmlb/1027_ESL,TinyDTDepth2_v1,0.361339,34
pmlb/1027_ESL,LARSOLS_v1,0.361339,35
pmlb/1027_ESL,LARSOLSBIC_v1,0.361241,15
pmlb/1027_ESL,TStatOLS_v1,0.361241,16
pmlb/1027_ESL,ARDLinear_v1,0.361241,17
pmlb/1027_ESL,ClusteredOLS_v1,0.361241,18
pmlb/1027_ESL,HingeLinearSmall_v1,0.361241,19
pmlb/1027_ESL,LARSPath_v1,0.361241,20
pmlb/1027_ESL,RidgeCVClean_v1,0.361967,39
pmlb/1027_ESL,HuberClean_v1,0.362623,41
pmlb/1027_ESL,BinaryMedianOLS_v1,0.590121,65
pmlb/1027_ESL,MinMaxOLS_v1,0.361241,21
pmlb/1027_ESL,OLSRanked_v1,0.361241,22
pmlb/1027_ESL,WinsorOLS_v1,0.359652,1
pmlb/1027_ESL,OLSPlain2_v1,0.361241,23
pmlb/1027_ESL,GreedyForwardOLS_v1,0.361241,24
pmlb/1027_ESL,GreedyForwardOLS5_v1,0.361241,25
pmlb/1027_ESL,GreedyForwardOLS12_v1,0.361241,26
pmlb/1027_ESL,GreedyForwardOLS_CV_v1,0.361241,27
pmlb/1027_ESL,GreedyForwardOLS6_v1,0.361241,28
pmlb/1028_SWD,PyGAM,0.805003,13
pmlb/1028_SWD,DT_mini,0.832135,62
pmlb/1028_SWD,DT_large,0.793244,5
pmlb/1028_SWD,OLS,0.814927,28
pmlb/1028_SWD,LassoCV,0.814599,26
pmlb/1028_SWD,RidgeCV,0.814285,25
pmlb/1028_SWD,RF,0.785704,3
pmlb/1028_SWD,GBM,0.784908,2
pmlb/1028_SWD,MLP,0.798779,9
pmlb/1028_SWD,FIGS_mini,0.805813,14
pmlb/1028_SWD,FIGS_large,0.789555,4
pmlb/1028_SWD,RuleFit,0.818640,43
pmlb/1028_SWD,HSTree_mini,0.829304,61
pmlb/1028_SWD,HSTree_large,0.798450,8
pmlb/1028_SWD,EBM,0.798100,7
pmlb/1028_SWD,TabPFN,0.784088,1
pmlb/1028_SWD,DecisionTreeSimple,0.821595,53
pmlb/1028_SWD,OLSPlain_v1,0.814927,29
pmlb/1028_SWD,SparseOLSTop5_v1,0.823080,54
pmlb/1028_SWD,HingeLinear_v1,0.797302,6
pmlb/1028_SWD,SparseOLSTop8_v1,0.819003,44
pmlb/1028_SWD,TopCorrOLS_v1,0.824886,58
pmlb/1028_SWD,QuartileGAM_v1,0.799170,10
pmlb/1028_SWD,SparseOLSTop3_v1,0.863758,65
pmlb/1028_SWD,ThresholdOLS_5pct_v1,0.814927,30
pmlb/1028_SWD,ForwardOLS6_v1,0.824431,56
pmlb/1028_SWD,LinearResidualTree_v1,0.802298,11
pmlb/1028_SWD,ThresholdOLS_1pct_v1,0.814927,31
pmlb/1028_SWD,BoostedStumps30_v1,0.847939,63
pmlb/1028_SWD,HingeGAM_v1,0.803368,12
pmlb/1028_SWD,ElasticNetClean_v1,0.813982,18
pmlb/1028_SWD,AdaptiveLinear_v1,0.814927,32
pmlb/1028_SWD,SqrtScaleOLS_v1,0.812038,16
pmlb/1028_SWD,LassoOLSAll_v1,0.814927,33
pmlb/1028_SWD,CenteredOLS_v1,0.814927,34
pmlb/1028_SWD,HuberLinear_v1,0.819368,51
pmlb/1028_SWD,SquaredOLS_v1,0.805948,15
pmlb/1028_SWD,LassoCVClean_v1,0.814730,27
pmlb/1028_SWD,OLSHighlight_v1,0.814927,35
pmlb/1028_SWD,DTDepth3_v1,0.827080,59
pmlb/1028_SWD,LowDimOLS_v1,0.814927,36
pmlb/1028_SWD,BayesianRidge_v1,0.814117,19
pmlb/1028_SWD,OMPClean_v1,0.814117,20
pmlb/1028_SWD,SparseOLSTop10_v1,0.814117,21
pmlb/1028_SWD,ElasticNetLow01_v1,0.814117,22
pmlb/1028_SWD,TinyDTDepth2_v1,0.814117,23
pmlb/1028_SWD,LARSOLS_v1,0.814117,24
pmlb/1028_SWD,LARSOLSBIC_v1,0.814927,37
pmlb/1028_SWD,TStatOLS_v1,0.819003,45
pmlb/1028_SWD,ARDLinear_v1,0.819003,46
pmlb/1028_SWD,ClusteredOLS_v1,0.819003,47
pmlb/1028_SWD,HingeLinearSmall_v1,0.819003,48
pmlb/1028_SWD,LARSPath_v1,0.829212,60
pmlb/1028_SWD,RidgeCVClean_v1,0.813959,17
pmlb/1028_SWD,HuberClean_v1,0.819368,52
pmlb/1028_SWD,BinaryMedianOLS_v1,0.858260,64
pmlb/1028_SWD,MinMaxOLS_v1,0.814927,38
pmlb/1028_SWD,OLSRanked_v1,0.814927,39
pmlb/1028_SWD,WinsorOLS_v1,0.814927,40
pmlb/1028_SWD,OLSPlain2_v1,0.814927,41
pmlb/1028_SWD,GreedyForwardOLS_v1,0.819003,49
pmlb/1028_SWD,GreedyForwardOLS5_v1,0.823080,55
pmlb/1028_SWD,GreedyForwardOLS12_v1,0.814927,42
pmlb/1028_SWD,GreedyForwardOLS_CV_v1,0.819003,50
pmlb/1028_SWD,GreedyForwardOLS6_v1,0.824431,57
pmlb/1029_LEV,PyGAM,0.715125,47
pmlb/1029_LEV,DT_mini,0.812829,64
pmlb/1029_LEV,DT_large,0.765185,59
pmlb/1029_LEV,OLS,0.712676,14
pmlb/1029_LEV,LassoCV,0.712556,12
pmlb/1029_LEV,RidgeCV,0.712073,4
pmlb/1029_LEV,RF,0.730984,54
pmlb/1029_LEV,GBM,0.718917,50
pmlb/1029_LEV,MLP,0.714825,46
pmlb/1029_LEV,FIGS_mini,0.744305,55
